project_id,project_name,boss_id,boss_name,status,team_members
21,Project 6882,91,Whitney Williams,Completed,"[94, 1, 98, 17]"
20,Project 8396,91,Whitney Williams,Completed,"[94, 1, 98, 17]"
19,Project 9588,91,Whitney Williams,Completed,"[94, 1, 98, 17]"
18,Project 6106,91,Whitney Williams,In Progress,"[58, 82, 83, 53]"
17,Project 1890,91,Whitney Williams,Completed,"[74, 26, 41, 17]"
16,Project 8750,91,Whitney Williams,Completed,"[74, 26, 41, 17]"
15,Project 1650,91,Whitney Williams,Completed,"[74, 26, 41, 17]"
14,Project 9466,91,Whitney Williams,Completed,"[74, 26, 41, 17]"
83,Project 3809,30,David George,Completed,"[56, 73, 57, 23]"
82,Project 8814,30,David George,Completed,"[56, 73, 57, 23]"
81,Project 3056,30,David George,Completed,"[56, 73, 57, 23]"
80,Project 1715,30,David George,Completed,"[34, 43, 25]"
79,Project 9800,30,David George,In Progress,"[34, 43, 25]"
78,Project 2731,30,David George,Completed,"[34, 43, 25]"
77,Project 1828,30,David George,In Progress,"[34, 43, 25]"
76,Project 3641,30,David George,Completed,"[72, 19, 44]"
75,Project 2652,30,David George,Completed,"[72, 19, 44]"
74,Project 2361,30,David George,Created,"[72, 19, 44]"
73,Project 3487,30,David George,In Progress,"[72, 70, 18, 51]"
72,Project 3482,30,David George,Completed,"[62, 72, 84]"
71,Project 7917,30,David George,Completed,"[62, 72, 84]"
70,Project 3786,30,David George,Completed,"[62, 72, 84]"
69,Project 8357,30,David George,Completed,"[10, 88, 76, 9]"
68,Project 8349,30,David George,In Progress,"[10, 88, 76, 9]"
67,Project 9667,30,David George,Completed,"[10, 88, 76, 9]"
66,Project 5347,30,David George,Created,"[10, 88, 76, 9]"
221,Project 1625,81,Wayne Bell,Completed,"[47, 57, 14]"
